NAME,DISTURBANCE_ID,TYPE,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON
unnamed ,AU190607_01U,T, ,1, ,-13,146.5
unnamed ,AU190607_01U,T, ,3, ,-15,145
unnamed ,AU190607_01U,T, ,2, ,-14,143
unnamed ,AU190607_01U,T, ,2, ,-13.5,142
unnamed ,AU190607_01U,T, ,4, ,-15.6,141.5
unnamed ,AU190607_01U,T, ,1, ,-17,140.3
unnamed ,AU190607_01U,T, ,3, ,-18,138.5
unnamed ,AU190607_01U,T, ,2, ,-19.7,137.5
unnamed ,AU190607_01U,T, ,2, ,-22.5,138
unnamed ,AU190607_01U,T, ,2, ,-29,140
unnamed ,AU190708_01U,T, ,1, ,-13,140
unnamed ,AU190708_01U,T, ,1, ,-15.5,147
unnamed ,AU190708_01U,T, ,1, ,-17,150
unnamed ,AU190708_01U,T, ,1, ,-20.5,152.5
unnamed ,AU190708_01U,T, ,1, ,-21,156
unnamed ,AU190708_02U,T, ,1, ,-18,150.2
unnamed ,AU190708_02U,T, ,3, ,-23,149
unnamed ,AU190708_02U,T, ,2, ,-26.5,150.5
unnamed ,AU190809_01U,T, ,1, ,-14,153
unnamed ,AU190809_01U,T, ,1, ,-14.5,153.5
unnamed ,AU190809_01U,T, ,1, ,-15.2,154
unnamed ,AU190809_01U,T, ,1, ,-17.6,155.8
unnamed ,AU190809_01U,T, ,1, ,-21.4,156.9
unnamed ,AU190809_01U,T, ,1, ,-24.5,159.3
unnamed ,AU190910_01U,T, ,1, ,-12.7,147.9
unnamed ,AU190910_01U,T, ,1, ,-13.8,147
unnamed ,AU190910_01U,T, ,1, ,-15.7,145.8
unnamed ,AU190910_01U,T, ,3, ,-16.4,145.3
unnamed ,AU190910_01U,T, ,2, ,-17.1,145.1
unnamed ,AU190910_01U,T, ,2, ,-17.8,144.9
unnamed ,AU190910_01U,T, ,2, ,-18.6,145.6
unnamed ,AU190910_01U,T, ,4, ,-18.9,146.3
unnamed ,AU190910_01U,T, ,1, ,-20.1,149
unnamed ,AU190910_01U,T, ,1, ,-21.4,154.2
unnamed ,AU191011_01U,T, ,1, ,-15,120
unnamed ,AU191011_01U,T, ,1, ,-17.5,122
unnamed ,AU191011_01U,T, ,3, ,-17.7,122.1
unnamed ,AU191011_01U,T, ,4, ,-17.8,122.1
unnamed ,AU191011_01U,T, ,1, ,-18.3,121.7
unnamed ,AU191011_01U,T, ,1, ,-19.1,119.7
unnamed ,AU191011_02U,T, ,1, ,-14.7,138.4
unnamed ,AU191011_02U,T, ,1, ,-15.6,138.9
unnamed ,AU191011_02U,T, ,1, ,-16.3,139.2
unnamed ,AU191011_02U,T, ,3, ,-17,139
unnamed ,AU191011_02U,T, ,2, ,-17.8,138.8
unnamed ,AU191011_02U,T, ,2, ,-18.1,138.9
unnamed ,AU191011_02U,T, ,2, ,-18.4,139.2
unnamed ,AU191011_02U,T, ,2, ,-18.6,139.9
unnamed ,AU191011_02U,T, ,2, ,-19,140.7
unnamed ,AU191011_02U,T, ,2, ,-19.2,143.7
unnamed ,AU191011_02U,T, ,2, ,-19.6,144.3
unnamed ,AU191011_02U,T, ,2, ,-20.8,145.2
unnamed ,AU191011_02U,T, ,2, ,-23.6,146.1
unnamed ,AU191011_02U,T, ,2, ,-25,147
unnamed ,AU191011_02U,T, ,2, ,-28,148
unnamed ,AU191011_03U,T, ,1, ,-18.3,117.1
unnamed ,AU191011_03U,T, ,1, ,-20.3,116
unnamed ,AU191011_03U,T, ,1, ,-21.4,114.2
unnamed ,AU191011_03U,T, ,1, ,-22.9,111.2
unnamed ,AU191011_04U,T, ,2, ,-12.7,143.2
unnamed ,AU191011_04U,T, ,4, ,-12.8,143.6
unnamed ,AU191011_04U,T, ,1, ,-13.4,144.6
unnamed ,AU191011_04U,T, ,1, ,-14.8,145.6
unnamed ,AU191011_04U,T, ,1, ,-16.8,146.6
unnamed ,AU191011_04U,T, ,1, ,-17.7,146.9
unnamed ,AU191011_04U,T, ,1, ,-20.5,149.3
unnamed ,AU191011_04U,T, ,3, ,-21.6,149.5
unnamed ,AU191011_04U,T, ,2, ,-21.9,149.5
unnamed ,AU191011_04U,T, ,2, ,-23.8,149
unnamed ,AU191011_05U,T, ,1, ,-15.1,146.9
unnamed ,AU191011_05U,T, ,3, ,-16.1,145.3
unnamed ,AU191011_05U,T, ,2, ,-16.7,145.1
unnamed ,AU191011_05U,T, ,2, ,-17.8,144.5
unnamed ,AU191011_05U,T, ,2, ,-17.9,143.9
unnamed ,AU191011_05U,T, ,2, ,-17.7,142.2
unnamed ,AU191011_05U,T, ,4, ,-17,141
unnamed ,AU191011_05U,T, ,1, ,-15.8,140
unnamed ,AU191011_06U,T, ,1, ,-13.8,149.1
unnamed ,AU191011_06U,T, ,1, ,-15,149.3
unnamed ,AU191011_06U,T, ,1, ,-16,149.1
unnamed ,AU191011_06U,T, ,1, ,-16.8,148.6
unnamed ,AU191011_06U,T, ,1, ,-17.3,148
unnamed ,AU191011_06U,T, ,1, ,-18,147.9
unnamed ,AU191011_06U,T, ,1, ,-19.3,147.9
unnamed ,AU191011_06U,T, ,1, ,-20.4,151
unnamed ,AU191011_06U,T, ,1, ,-21.1,155
unnamed ,AU191011_06U,T, ,1, ,-21.6,157
unnamed ,AU191112_01U,T, ,1, ,-19.6,155.1
unnamed ,AU191112_01U,T, ,1, ,-22.8,155.8
unnamed ,AU191112_01U,T, ,1, ,-24.2,156.5
unnamed ,AU191112_01U,T, ,1, ,-25.3,157.6
unnamed ,AU191112_01U,T, ,1, ,-26.6,161
unnamed ,AU191112_02U,T, ,2, ,-17,124.6
unnamed ,AU191112_02U,T, ,2, ,-17.6,122.7
unnamed ,AU191112_02U,T, ,4, ,-18.7,121.8
unnamed ,AU191112_02U,T, ,1, ,-19.2,121.3
unnamed ,AU191112_02U,T, ,3, ,-20.3,119.7
unnamed ,AU191112_03U,T, ,1, ,-17,119.8
unnamed ,AU191112_03U,T, ,1, ,-18.2,120.3
unnamed ,AU191112_03U,T, ,1, ,-18.3,120.4
unnamed ,AU191112_04U,T, ,1, ,-16.8,119.3
unnamed ,AU191112_04U,T, ,1, ,-19,118.7
unnamed ,AU191112_04U,T, ,1, ,-19.4,117.1
unnamed ,AU191112_04U,T, ,1, ,-19.9,116.9
unnamed ,AU191112_04U,T, ,3, ,-20.6,117.4
unnamed ,AU191112_04U,T, ,2, ,-21.2,118.4
unnamed ,AU191112_05U,T, ,1, ,-13,147.3
unnamed ,AU191112_05U,T, ,1, ,-14.6,146.6
unnamed ,AU191112_05U,T, ,1, ,-16,146.2
unnamed ,AU191112_05U,T, ,1, ,-16.6,146.4
unnamed ,AU191112_05U,T, ,1, ,-17.6,147.5
unnamed ,AU191112_05U,T, ,1, ,-18.2,149
unnamed ,AU191213_01U,T, ,2, ,-24.6,144
unnamed ,AU191213_01U,T, ,2, ,-24,147.8
unnamed ,AU191213_01U,T, ,4, ,-23.1,150.9
unnamed ,AU191213_01U,T, ,1, ,-22.7,151.7
unnamed ,AU191213_01U,T, ,1, ,-21,156.2
unnamed ,AU191213_02U,T, ,1, ,-12.5,154
unnamed ,AU191213_02U,T, ,1, ,-13.6,153
unnamed ,AU191213_02U,T, ,1, ,-14.9,152
unnamed ,AU191213_02U,T, ,1, ,-17,150.9
unnamed ,AU191213_02U,T, ,1, ,-18,150.6
unnamed ,AU191213_02U,T, ,1, ,-19.1,150.2
unnamed ,AU191213_02U,T, ,1, ,-19.9,151
unnamed ,AU191213_02U,T, ,1, ,-20.3,152
unnamed ,AU191213_03U,T, ,1, ,-13.1,138
unnamed ,AU191213_03U,T, ,1, ,-13.3,140.8
unnamed ,AU191213_03U,T, ,3, ,-13.5,141.7
unnamed ,AU191213_03U,T, ,4, ,-13.8,143.7
unnamed ,AU191213_03U,T, ,1, ,-14,144.7
unnamed ,AU191213_03U,T, ,1, ,-15.2,152.1
unnamed ,AU191213_04U,T, ,1, ,-17,152
unnamed ,AU191213_04U,T, ,1, ,-16.4,148.8
unnamed ,AU191213_04U,T, ,1, ,-16.4,146.8
unnamed ,AU191213_04U,T, ,3, ,-16.4,145.4
unnamed ,AU191213_04U,T, ,2, ,-16.4,144.1
unnamed ,AU191213_04U,T, ,4, ,-15.9,141.4
unnamed ,AU191213_04U,T, ,1, ,-15.9,140.9
unnamed ,AU191213_04U,T, ,1, ,-16.2,138
unnamed ,AU191213_04U,T, ,3, ,-16.2,137.7
unnamed ,AU191213_04U,T, ,2, ,-15.8,135.3
unnamed ,AU191213_04U,T, ,2, ,-14,132.6
unnamed ,AU191213_04U,T, ,2, ,-13.8,131.2
unnamed ,AU191213_04U,T, ,4, ,-14.1,129.5
unnamed ,AU191213_04U,T, ,3, ,-14.8,128.1
unnamed ,AU191213_04U,T, ,2, ,-15.8,126.4
unnamed ,AU191213_04U,T, ,2, ,-16.7,125.5
unnamed ,AU191213_04U,T, ,2, ,-17.2,125.5
unnamed ,AU191213_04U,T, ,2, ,-17.8,127.4
unnamed ,AU191213_04U,T, ,2, ,-18,130
unnamed ,AU191213_04U,T, ,2, ,-17.4,132
unnamed ,AU191213_05U,T, ,1, ,-12,147.2
unnamed ,AU191213_05U,T, ,1, ,-19,150.6
unnamed ,AU191213_05U,T, ,1, ,-20.9,151.9
unnamed ,AU191213_05U,T, ,1, ,-23,154.1
unnamed ,AU191213_05U,T, ,1, ,-26.3,156.2
unnamed ,AU191213_05U,T, ,1, ,-28.1,157.1
unnamed ,AU191213_05U,T, ,1, ,-29.3,158.2
unnamed ,AU191213_06U,T, ,1, ,-13.9,151.8
unnamed ,AU191213_06U,T, ,1, ,-14.8,151.5
unnamed ,AU191213_06U,T, ,1, ,-16,152.4
unnamed ,AU191213_06U,T, ,1, ,-16.3,154.4
unnamed ,AU191314_01U,T, ,1, ,-12.2,140.3
unnamed ,AU191314_01U,T, ,1, ,-12.1,140
unnamed ,AU191314_01U,T, ,1, ,-12,138.2
unnamed ,AU191314_01U,T, ,3, ,-12.3,137
unnamed ,AU191314_01U,T, ,2, ,-12.7,135.8
unnamed ,AU191314_01U,T, ,2, ,-13.8,132.8
unnamed ,AU191314_01U,T, ,2, ,-14.3,131.5
unnamed ,AU191314_01U,T, ,2, ,-15.3,129.2
unnamed ,AU191314_02U,T, ,1, ,-16,159.1
unnamed ,AU191314_02U,T, ,1, ,-20,156.6
unnamed ,AU191314_02U,T, ,1, ,-21.4,156.6
unnamed ,AU191314_02U,T, ,1, ,-26.7,158
unnamed ,AU191314_02U,T, ,1, ,-27.9,160
unnamed ,AU191314_02U,T, ,1, ,-28.2,163.1
unnamed ,AU191314_03U,T, ,1, ,-13,156.9
unnamed ,AU191314_03U,T, ,1, ,-14,155.7
unnamed ,AU191314_03U,T, ,1, ,-15.9,154
unnamed ,AU191314_03U,T, ,1, ,-17.3,153.1
unnamed ,AU191314_03U,T, ,1, ,-18.4,153.3
unnamed ,AU191314_03U,T, ,1, ,-18.9,154.7
unnamed ,AU191314_03U,T, ,1, ,-19,157.7
unnamed ,AU191314_03U,T, ,1, ,-18.4,160.5
unnamed ,AU191415_01U,O, ,2, ,-19,142.5
unnamed ,AU191415_01U,O, ,2, ,-19.2,142.6
unnamed ,AU191415_01U,O, ,2, ,-26.5,149.5
unnamed ,AU191415_01U,O, ,4, ,-30.2,153.2
unnamed ,AU191415_01U,O, ,1, ,-30.8,154
unnamed ,AU191415_02U,T, ,1, ,-16.9,147.5
unnamed ,AU191415_02U,T, ,1, ,-17.9,147
unnamed ,AU191415_02U,T, ,1, ,-18.9,147.5
unnamed ,AU191415_02U,T, ,1, ,-20.9,150
unnamed ,AU191415_02U,T, ,1, ,-24,152.4
unnamed ,AU191415_02U,T, ,5, ,-25.1,153.2
unnamed ,AU191415_02U,T, ,1, ,-26.9,155
unnamed ,AU191415_02U,T, ,1, ,-28,155.3
unnamed ,AU191415_02U,T, ,1, ,-29.6,157
unnamed ,AU191415_02U,T, ,1, ,-30.9,159.7
unnamed ,AU191415_03U,T, ,1, ,-21.6,113.7
unnamed ,AU191415_03U,T, ,1, ,-23,112.8
unnamed ,AU191415_03U,T, ,1, ,-26.7,112.1
unnamed ,AU191415_03U,T, ,1, ,-32,114.2
unnamed ,AU191415_04U,T, ,1, ,-13,152.9
unnamed ,AU191415_04U,T, ,1, ,-13.9,151.5
unnamed ,AU191415_04U,T, ,1, ,-14.7,147.8
unnamed ,AU191415_04U,T, ,1, ,-15.2,147.5
unnamed ,AU191415_04U,T, ,1, ,-15.8,147.9
unnamed ,AU191415_04U,T, ,1, ,-16.4,149.3
unnamed ,AU191415_04U,T, ,1, ,-16.9,150.4
unnamed ,AU191415_04U,T, ,1, ,-17.4,151.9
unnamed ,AU191415_04U,T, ,1, ,-17.8,153.6
unnamed ,AU191415_04U,T, ,1, ,-17.4,156.1
unnamed ,AU191415_04U,T, ,1, ,-16.9,157.9
unnamed ,AU191415_04U,T, ,1, ,-16.5,158.2
unnamed ,AU191415_04U,T, ,1, ,-16,158
unnamed ,AU191415_04U,T, ,1, ,-15.9,155.8
unnamed ,AU191415_04U,T, ,1, ,-15.8,155
unnamed ,AU191415_04U,T, ,1, ,-15.2,154
unnamed ,AU191415_04U,T, ,1, ,-14,153.8
unnamed ,AU191415_04U,T, ,1, ,-13,154
noname ,AU191415_05U,T,20,1,40,-11,132.7
noname ,AU191415_05U,T,20,1,40,-11.3,131.5
noname ,AU191415_05U,T,20,5,40,-11.6,130.2
unnamed ,AU191516_01U,T, ,1, ,-12.7,128.5
unnamed ,AU191516_01U,T, ,1, ,-12,130.5
unnamed ,AU191516_01U,T, ,3, ,-12.2,131.5
unnamed ,AU191516_01U,T, ,2, ,-13.8,132.4
unnamed ,AU191516_02U,T, ,1, ,-17,159
unnamed ,AU191516_02U,T, ,1, ,-18.5,161.5
unnamed ,AU191516_02U,T, ,1, ,-21,164.9
unnamed ,AU191516_03U,T, ,1, ,-17.5,118.3
unnamed ,AU191516_03U,T, ,1, ,-21,115.3
unnamed ,AU191516_03U,T, ,1, ,-21.3,114.2
unnamed ,AU191516_03U,T, ,1, ,-21.7,113.1
unnamed ,AU191516_03U,T, ,1, ,-23,111.9
unnamed ,AU191516_03U,T, ,3, ,-25.5,113.5
unnamed ,AU191516_03U,T, ,2, ,-26,113.7
unnamed ,AU191516_04U,T, ,1, ,-17.4,157.4
unnamed ,AU191516_04U,T, ,1, ,-20,157.3
unnamed ,AU191516_04U,T, ,1, ,-23.4,156.3
unnamed ,AU191516_04U,T, ,1, ,-25,156.5
unnamed ,AU191516_04U,T, ,1, ,-27,157.5
unnamed ,AU191516_04U,T, ,1, ,-28.3,159
unnamed ,AU191516_04U,T, ,1, ,-29.4,161.3
unnamed ,AU191516_05U,T, ,1, ,-11.9,147.9
unnamed ,AU191516_05U,T, ,1, ,-11.9,146.8
unnamed ,AU191516_05U,T, ,1, ,-11.8,145.9
unnamed ,AU191516_06U,T, ,1, ,-18,121.5
unnamed ,AU191516_06U,T, ,3, ,-18.7,121.5
unnamed ,AU191516_06U,T, ,2, ,-19.5,121.7
unnamed ,AU191516_06U,T, ,2, ,-22,122
unnamed ,AU191516_07U,T, ,1, ,-16,153
unnamed ,AU191516_07U,T, ,1, ,-18.4,152.5
unnamed ,AU191516_07U,T, ,1, ,-21,153
unnamed ,AU191516_07U,T, ,1, ,-22.6,155
unnamed ,AU191516_07U,T, ,1, ,-24,158
unnamed ,AU191516_07U,T, ,1, ,-27.3,164
unnamed ,AU191617_01U,T, ,1, ,-19.4,152.1
unnamed ,AU191617_01U,T, ,3, ,-20.7,148.7
unnamed ,AU191617_01U,T, ,2, ,-23.1,146.3
unnamed ,AU191617_02U,O, ,1, ,-17.7,140.5
unnamed ,AU191617_02U,O, ,3, ,-21,145.2
unnamed ,AU191617_02U,O, ,2, ,-22,147
unnamed ,AU191617_02U,O, ,2, ,-22.6,149
unnamed ,AU191617_03U,T, ,1, ,-16,122
unnamed ,AU191617_03U,T, ,3, ,-16.9,122.3
unnamed ,AU191617_03U,T, ,2, ,-18.1,123
unnamed ,AU191617_03U,T, ,2, ,-20.5,123.2
unnamed ,AU191617_04U,T, ,1, ,-20.6,115.1
unnamed ,AU191617_04U,T, ,3, ,-21,116
unnamed ,AU191617_04U,T, ,2, ,-21.2,116.2
unnamed ,AU191617_04U,T, ,2, ,-22.9,115.5
unnamed ,AU191617_04U,T, ,2, ,-23.7,118
unnamed ,AU191617_05U,T, ,1, ,-13.3,147.6
unnamed ,AU191617_05U,T, ,1, ,-17.2,154
unnamed ,AU191617_05U,T, ,1, ,-18.8,156
unnamed ,AU191617_05U,T, ,1, ,-20.4,160.6
unnamed ,AU191617_05U,T, ,1, ,-21.4,163.8
unnamed ,AU191617_06U,T, ,1, ,-19,118.2
unnamed ,AU191617_06U,T, ,3, ,-20.5,117.2
unnamed ,AU191617_06U,T, ,2, ,-22.7,117
unnamed ,AU191718_01U,T, ,1, ,-17.8,163
unnamed ,AU191718_01U,T, ,1, ,-17.9,154
unnamed ,AU191718_01U,T, ,1, ,-18.2,152.3
unnamed ,AU191718_01U,T, ,1, ,-19.3,150.5
unnamed ,AU191718_01U,T, ,3, ,-20.9,149
unnamed ,AU191718_01U,T, ,2, ,-21.9,148.8
unnamed ,AU191718_01U,T, ,4, ,-23,150.9
unnamed ,AU191718_01U,T, ,1, ,-23.2,154.6
unnamed ,AU191718_01U,T, ,1, ,-22.8,159
unnamed ,AU191718_01U,T, ,3, ,-21,164.5
unnamed ,AU191718_01U,T, ,4, ,-20.9,165
unnamed ,AU191718_02U,T, ,1, ,-12.7,122.5
unnamed ,AU191718_02U,T, ,1, ,-16.7,121
unnamed ,AU191718_02U,T, ,1, ,-19,121.2
unnamed ,AU191718_02U,T, ,3, ,-19.3,121.3
unnamed ,AU191718_02U,T, ,2, ,-22.3,123.2
unnamed ,AU191718_03U,T, ,1, ,-18.5,151.9
unnamed ,AU191718_03U,T, ,2, ,-21.2,148.9
unnamed ,AU191718_03U,T, ,2, ,-22.3,146.2
unnamed ,AU191718_03U,T, ,2, ,-22.8,142
unnamed ,AU191718_04U,T, ,1, ,-16,118
unnamed ,AU191718_04U,T, ,1, ,-18.6,116.4
unnamed ,AU191718_04U,T, ,1, ,-21,113.6
unnamed ,AU191718_04U,T, ,1, ,-22,113.3
unnamed ,AU191718_04U,T, ,3, ,-23.1,113.7
unnamed ,AU191718_04U,T, ,2, ,-24.7,115.1
unnamed ,AU191718_04U,T, ,2, ,-29,119
unnamed ,AU191718_06U,T, ,1, ,-13.5,153.5
unnamed ,AU191718_06U,T, ,1, ,-15.9,148.5
unnamed ,AU191718_06U,T, ,3, ,-17.2,145.8
unnamed ,AU191718_06U,T, ,2, ,-18.8,142.4
unnamed ,AU191718_06U,T, ,2, ,-19.6,141.4
unnamed ,AU191718_06U,T, ,2, ,-20.5,140.8
unnamed ,AU191718_06U,T, ,2, ,-21.8,140.4
unnamed ,AU191718_06U,T, ,2, ,-23.9,140.4
unnamed ,AU191718_07U,T, ,1, ,-16.7,161.5
unnamed ,AU191718_07U,T, ,1, ,-20.8,159.2
unnamed ,AU191718_07U,T, ,1, ,-22.9,158.8
unnamed ,AU191718_07U,T, ,1, ,-25.1,160
unnamed ,AU191718_07U,T, ,1, ,-26.9,162
unnamed ,AU191819_01U,T, ,1, ,-20.7,154.6
unnamed ,AU191819_01U,T, ,1, ,-23.6,152.3
unnamed ,AU191819_01U,T, ,3, ,-24.8,152.2
unnamed ,AU191819_01U,T, ,2, ,-25.3,152.2
unnamed ,AU191819_01U,T, ,2, ,-27.3,152.8
unnamed ,AU191819_01U,T, ,4, ,-29.1,153.5
unnamed ,AU191819_02U,T, ,1, ,-14.3,128.3
unnamed ,AU191819_02U,T, ,3, ,-14.8,128.8
unnamed ,AU191819_02U,T, ,2, ,-15.3,130
unnamed ,AU191819_02U,T, ,2, ,-13.8,130.2
unnamed ,AU191819_02U,T, ,4, ,-12.8,130.1
unnamed ,AU191819_02U,T, ,1, ,-12.5,130.1
unnamed ,AU191819_02U,T, ,5, ,-11.7,131.1
unnamed ,AU191819_02U,T, ,3, ,-12.1,132.3
unnamed ,AU191819_02U,T, ,2, ,-12.5,133.1
unnamed ,AU191920_01U,T, ,1, ,-15.2,150.7
unnamed ,AU191920_01U,T, ,1, ,-15.4,147.7
unnamed ,AU191920_01U,T, ,3, ,-16.1,145.4
unnamed ,AU191920_01U,T, ,2, ,-16.3,144.7
unnamed ,AU191920_01U,T, ,2, ,-19.9,140
unnamed ,AU191920_03U,T, ,1, ,-6,129.5
unnamed ,AU191920_03U,T, ,1, ,-7,126.5
unnamed ,AU191920_04U,T, ,1, ,-6,123.2
unnamed ,AU191920_04U,T, ,1, ,-6.8,131.2
unnamed ,AU191920_04U,T, ,1, ,-7.3,129
unnamed ,AU191920_04U,T, ,1, ,-8,126.5
unnamed ,AU191920_04U,T, ,1, ,-9,124.3
unnamed ,AU191920_04U,T, ,1, ,-10.2,122.1
unnamed ,AU191920_04U,T, ,1, ,-11,120.8
unnamed ,AU191920_05U,T, ,1, ,-17,119.7
unnamed ,AU191920_05U,T, ,1, ,-19,119.7
unnamed ,AU191920_05U,T, ,3, ,-20,119.8
unnamed ,AU191920_05U,T, ,2, ,-21.5,120.3
unnamed ,AU192021_01U,T, ,1, ,-10.6,146.5
unnamed ,AU192021_01U,T, ,1, ,-10.4,143.4
unnamed ,AU192021_01U,T, ,1, ,-10.7,140
unnamed ,AU192021_01U,T, ,1, ,-10.9,137.6
unnamed ,AU192021_01U,T, ,1, ,-11,134.1
unnamed ,AU192021_01U,T, ,1, ,-11.2,132
unnamed ,AU192021_01U,T, ,5, ,-11.6,130.8
unnamed ,AU192021_01U,T, ,1, ,-13.2,127.5
unnamed ,AU192021_01U,T, ,1, ,-15.2,123.5
unnamed ,AU192021_01U,T, ,1, ,-16,122.2
unnamed ,AU192021_01U,T, ,1, ,-18,121.9
unnamed ,AU192021_01U,T, ,3, ,-18.5,121.9
unnamed ,AU192021_01U,T, ,2, ,-20.6,122.5
unnamed ,AU192021_01U,T, ,2, ,-23,124
unnamed ,AU192021_02U,T, ,1, ,-12.8,138.3
unnamed ,AU192021_02U,T, ,3, ,-13.4,135.9
unnamed ,AU192021_02U,T, ,2, ,-13.8,134.9
unnamed ,AU192021_02U,T, ,2, ,-14.3,132.9
unnamed ,AU192021_02U,T, ,2, ,-15.3,130.8
unnamed ,AU192021_02U,T, ,2, ,-16.2,131.2
unnamed ,AU192021_02U,T, ,2, ,-16.6,131.9
unnamed ,AU192021_03U,T, ,1, ,-14.9,149.9
unnamed ,AU192021_03U,T, ,1, ,-13.4,148.1
unnamed ,AU192021_03U,T, ,1, ,-12.8,146.9
unnamed ,AU192021_03U,T, ,1, ,-11.6,145.8
unnamed ,AU192021_03U,T, ,1, ,-10.2,145.3
unnamed ,AU192021_03U,T, ,1, ,-10.2,145.7
unnamed ,AU192021_03U,T, ,1, ,-12,147.6
unnamed ,AU192021_03U,T, ,1, ,-14.4,148
unnamed ,AU192021_03U,T, ,1, ,-17.8,152
unnamed ,AU192021_03U,T, ,1, ,-18.5,152.7
unnamed ,AU192021_03U,T, ,1, ,-20.7,154.5
unnamed ,AU192021_03U,T, ,1, ,-22.4,155.7
unnamed ,AU192021_03U,T, ,1, ,-23.1,157
unnamed ,AU192021_03U,T, ,1, ,-23.7,160
unnamed ,AU192021_04U,T, ,1, ,-21,113.9
unnamed ,AU192021_04U,T, ,1, ,-24.3,113
unnamed ,AU192021_04U,T, ,3, ,-26.5,113.6
unnamed ,AU192021_04U,T, ,4, ,-26.8,113.7
unnamed ,AU192021_04U,T, ,1, ,-28.3,114
unnamed ,AU192021_05U,T, ,1, ,-12,147.2
unnamed ,AU192021_05U,T, ,1, ,-11.9,146.5
unnamed ,AU192021_05U,T, ,1, ,-12,145.8
unnamed ,AU192021_05U,T, ,1, ,-12.5,144.2
unnamed ,AU192021_05U,T, ,3, ,-12.9,143.6
unnamed ,AU192021_05U,T, ,4, ,-14.6,141.6
unnamed ,AU192021_05U,T, ,1, ,-14.8,141.3
unnamed ,AU192021_05U,T, ,1, ,-16,140.2
unnamed ,AU192021_05U,T, ,1, ,-17.2,139.8
unnamed ,AU192021_05U,T, ,3, ,-17.5,139.8
unnamed ,AU192021_05U,T, ,2, ,-19.5,140
unnamed ,AU192021_06U,T, ,1, ,-14.1,150.5
unnamed ,AU192021_06U,T, ,1, ,-15,150.3
unnamed ,AU192021_06U,T, ,1, ,-15.8,150.7
unnamed ,AU192021_06U,T, ,1, ,-16.7,151
unnamed ,AU192021_06U,T, ,1, ,-17.8,151.2
unnamed ,AU192021_06U,T, ,1, ,-18.9,151.1
unnamed ,AU192021_06U,T, ,3, ,-22.3,150.4
unnamed ,AU192021_06U,T, ,2, ,-22.6,150.3
unnamed ,AU192021_06U,T, ,2, ,-24.1,150.9
unnamed ,AU192021_06U,T, ,2, ,-25.5,152.1
unnamed ,AU192021_06U,T, ,4, ,-26.2,153.2
unnamed ,AU192021_06U,T, ,1, ,-28.2,156.6
unnamed ,AU192021_06U,T, ,1, ,-28.3,159.2
unnamed ,AU192122_01U,T, ,1, ,-12.2,151.6
unnamed ,AU192122_01U,T, ,1, ,-14.1,153.3
unnamed ,AU192122_01U,T, ,1, ,-16.5,154.8
unnamed ,AU192122_01U,T, ,1, ,-18.9,157
unnamed ,AU192122_01U,T, ,1, ,-20.1,159.2
unnamed ,AU192122_01U,T, ,1, ,-20.8,162.9
unnamed ,AU192122_02U,T, ,1, ,-19.8,155.7
unnamed ,AU192122_02U,T, ,1, ,-20,155.9
unnamed ,AU192122_02U,T, ,1, ,-20.6,156.4
unnamed ,AU192122_02U,T, ,1, ,-21,156.6
unnamed ,AU192122_02U,T, ,1, ,-21.3,156.7
unnamed ,AU192122_02U,T, ,1, ,-21.6,156.9
unnamed ,AU192122_02U,T, ,1, ,-22.2,157
unnamed ,AU192122_02U,T, ,1, ,-23.3,157.7
unnamed ,AU192122_02U,T, ,1, ,-24.8,159.3
unnamed ,AU192122_02U,T, ,1, ,-27.3,161.3
unnamed ,AU192122_02U,T, ,1, ,-27.6,162.9
unnamed ,AU192122_02U,T, ,1, ,-27.3,163.6
unnamed ,AU192122_02U,T, ,1, ,-26.7,163.8
unnamed ,AU192122_02U,T, ,1, ,-25.8,163.4
unnamed ,AU192122_02U,T, ,1, ,-25.1,162.4
unnamed ,AU192122_02U,T, ,1, ,-24.2,159.8
unnamed ,AU192122_02U,T, ,1, ,-24.1,157
unnamed ,AU192122_02U,T, ,1, ,-24.2,152.8
unnamed ,AU192122_02U,T, ,1, ,-23.5,152
unnamed ,AU192122_02U,T, ,1, ,-22.5,152.4
unnamed ,AU192122_02U,T, ,1, ,-21,154.8
unnamed ,AU192122_02U,T, ,1, ,-19.6,158.4
unnamed ,AU192122_02U,T, ,1, ,-19.6,159.4
unnamed ,AU192122_02U,T, ,1, ,-20.8,161.1
unnamed ,AU192122_02U,T, ,1, ,-23,162.8
unnamed ,AU192122_03U,T, ,1, ,-14,126
unnamed ,AU192122_03U,T, ,1, ,-14,126
unnamed ,AU192122_03U,T, ,1, ,-14,125
unnamed ,AU192223_01U,T, ,1, ,-20,115
unnamed ,AU192223_01U,T, ,1, ,-20.8,113.9
unnamed ,AU192223_01U,T, ,1, ,-21.3,113.3
unnamed ,AU192223_01U,T, ,1, ,-22.5,112.7
unnamed ,AU192223_01U,T, ,1, ,-27.3,112
unnamed ,AU192223_01U,T, ,1, ,-31.1,112.3
unnamed ,AU192223_04U,T, ,1, ,-11,150.9
unnamed ,AU192223_04U,T, ,1, ,-12.3,148
unnamed ,AU192223_04U,T, ,1, ,-14.1,147.4
unnamed ,AU192223_04U,T, ,1, ,-15.4,149
